"","date","Österreich","Belgien","Bulgarien","Zypern","Tschechien","Deutschland","Dänemark","Estland","Spanien","Finnland","Frankreich","Griechenland","Kroatien","Ungarn","Irland","Italien","Lituaen","Luxemburg","Lettland","Malta","Niederlanden","Polen","Portugal","Rumänien","Schweden","Slovenien","Slovakei"
"13",2022-06-27,"1327.37","1344.48","1159.2","1319.86","1269.2","1391.01","1378.48","1350.5","1356.93","1496.74","1166.06","1290.19","1191.19","940.59","1321.77","1299.67","1286.88","1326.19","1311.72","553.02","1380.33","1248.66","1346.67","1194.26","1721.85","1058.47","1199.02"
"14",2022-06-20,"1319.04","1340.7","1120.51","1238.86","1256.96","1401.93","1411.13","1252.17","1337.14","1466.09","1169.68","1279.7","1115.48","943","1289.25","1276.9","1288.25","1353.54","1282.28","553.02","1381.98","1256.01","1358.06","1193.16","1746.2","960.94","1155.68"
"15",2022-06-13,"1280.7","1289.97","1078.03","1223.41","1216.69","1385.13","1382.99","1252.17","1276.98","1424.16","1115.36","1216.8","1114.99","939.69","1248.6","1218.89","1224.94","1339.01","1223.33","553.02","1366.28","1227.8","1309.49","1183.58","1712.81","960.94","1134.02"
"16",2022-06-06,"1197.37","1184.3","1049.02","1205.92","1173.59","1333.87","1307.84","1248.83","1205.21","1323.35","1025.45","1134.54","1088.83","893.58","1175.43","1150.24","1167.81","1268.07","1175.46","553.02","1281.15","1195.13","1202.98","1148.63","1696.44","960.94","1084.02"
"17",2022-05-30,"1116.54","1122.46","1040.02","1182.38","1136.82","1241.36","1200.28","1175.5","1151.75","1271.74","914.27","1077.28","1064.47","888.59","1142.91","1118.49","1095.99","1177.47","1098.95","553.02","1196.03","1118.43","1115.9","1130.06","1537.17","960.94","1071.52"
"18",2022-05-23,"1127.37","1151.16","1040.41","1184.01","1146","1218.68","1124.67","1123.83","1164","1295.93","934.25","1082.93","1077.12","891.05","1147.55","1124.36","1092.32","1103.97","1122.5","553.02","1189.42","1127.57","1096.39","1123.52","1471.47","960.94","1087.35"
"19",2022-05-16,"1143.2","1196.49","1032.06","1175.64","1143.73","1243.05","1167.59","1165.5","1180.56","1297.54","956.23","1099.86","1123.88","879.07","1159.17","1130.93","1107.49","1139.01","1136.27","553.02","1217.52","1134.05","1122.41","1126.03","1523.44","1064.92","1099.85"
"20",2022-05-09,"1157.37","1231.14","1019.49","1149.83","1132.9","1273.3","1221.89","1206.33","1200.74","1297.54","1010.76","1116.8","1101.64","884.82","1142.91","1133.09","1093.34","1201.41","1140.86","553.02","1265.45","1159.3","1157.36","1118.72","1527.83","961.03","1099.85"
"21",2022-05-02,"1144.04","1188.95","987.19","1125.09","1108.96","1273.3","1232.54","1173.83","1168.76","1254.8","958.78","1074.06","1072.03","883.63","1118.52","1100.73","1085.61","1221.06","1115.33","553.02","1245.61","1161.87","1145.15","1088.32","1626.38","856.84","1054.02"
"22",2022-04-25,"1121.54","1150.02","960.13","1118.2","1105.39","1243.05","1168.02","1123.83","1147.79","1262.06","954.15","1047.44","1035.28","892.84","1118.52","1081.3","1054.91","1148.41","1075.52","553.02","1224.95","1130.94","1099.67","1077.17","1468.09","856.84","1028.18"
"23",2022-04-11,"1092.37","1110.36","960.13","1111.24","1128.81","1209.43","1060.71","1090.5","1120.07","1277.38","907.96","1040.99","1036.88","869.77","1124.21","1075.68","1074.2","1021.92","1065.52","553.02","1229.91","1101.75","1049.27","1080.89","1405.32","856.84","1029.85"
"24",2022-04-04,"1130.7","1212.88","916.55","1105","1182.7","1259.01","1103.58","1140.5","1147.47","1306.42","966.77","1103.09","1123.95","888.68","1142.91","1098.31","1096.12","1085.17","1090.03","553.02","1257.18","1176.24","1100.49","1072.14","1494.09","856.84","1039.85"
"25",2022-03-28,"1176.54","1165.74","916.55","1082.24","1180.64","1360.69","1275.52","1196.33","1139.34","1277.38","1154.64","1170.02","935.89","862.93","1118.52","1155.45","1130.8","1245.85","1083.42","553.02","1270.98","1200.4","1155.77","1075.96","1557.02","856.84","990.68"
"26",2022-03-21,"1118.2","1096.7","905.98","1073.12","1133.23","1355.65","1135.45","1165.5","1106.64","1275.77","1037.18","1113.57","1126.48","855.34","1102.26","1124.04","1129.78","1088.59","1002.38","553.02","1242.05","1123.92","1022.6","1022.05","1524.33","935.49","942.35"
"27",2022-03-14,"1280.7","1170.82","894.65","963.78","1234.11","1472.46","1092.53","1258","1122.95","1370.93","1174.79","1186.15","976.01","816.79","1142.91","1148.69","1169.82","1032.18","1071.23","553.02","1298.25","1220.78","1129.91","1021.64","1429.43","859.3","892.35"
"28",2022-03-07,"1027.37","990.15","824.34","843.96","1097.78","1237.16","1103.27","1066.33","927.62","1127.38","960.17","934.54","849.1","692.98","955.92","882.05","1009.15","1060.38","894.95","553.02","1093.29","1013.8","969.82","910.01","1478.38","798.8","832.35"
"29",2022-02-28,"861.54","873.39","791.15","834.84","864.38","990.1","940.94","908","858.02","1005.61","842.18","902.28","832.73","719.64","842.1","809.21","889.71","865.51","789.44","553.02","941.23","851.46","858.44","824.26","1248.94","778.81","828.18"
"30",2022-02-21,"814.87","838.13","752.67","832.75","829.21","927.08","887.27","888","843.72","991.09","811.83","882.93","828.87","737.31","801.86","794.37","836.33","865.51","761.34","553.02","906.52","793.18","842.99","800.95","1180.61","774.16","821.52"
"31",2022-02-14,"809.04","844.72","741.09","822.95","813.36","929.6","887.1","874.67","829.84","983.03","807.18","871.64","823.24","738.2","817.71","782.76","824.99","865.51","743.57","553.02","908.17","773.29","836.49","787.19","1187.21","759.62","804.85"
"32",2022-02-07,"795.7","829.98","737.08","813.15","813.19","927.08","875.97","871.33","814.69","964.48","795.38","860.44","815.32","745.69","786.65","768.33","817.33","844.14","733.1","553.02","892.47","757.98","819.11","780.5","1190.47","757.55","788.18"
"33",2022-01-31,"786.54","811.74","725.83","791.03","793.6","911.11","865.5","867.17","796.35","949.96","782.92","839.61","809.74","737.84","785.19","749.23","791.15","814.23","713.13","553.02","881.72","736.73","814.54","750.04","1114.58","737.11","788.18"
"34",2022-01-24,"776.54","797.16","712.07","782.54","781.45","887.58","854.62","854.67","781.18","944.32","769.25","800.9","809.56","723.97","768.93","732.71","775.42","814.23","688.48","553.02","866.85","728.29","790.15","736.93","1063.5","727.17","772.35"
"35",2022-01-17,"768.2","792.15","691.88","774.89","777.05","877.5","833.28","803","762.04","909.64","742.07","800.9","787.51","734.67","728.28","710.67","760.05","787.73","673.89","553.02","840.4","716.49","757.63","721.49","1084.02","713.72","755.68"
"36",2022-01-10,"757.37","778.59","683.35","775.8","777.13","869.1","833.68","771.33","744.83","898.35","714.52","783.09","765.91","729.72","728.52","692.44","748.88","787.73","657.24","553.02","823.04","714.43","749.5","704.6","1076.38","683.11","740.68"
"37",2022-01-03,"744.87","766.78","683.35","779.07","764.82","851.45","801.4","769.67","734.35","908.03","671.48","773.41","763.82","702.34","725.27","684.17","741.93","764.66","643.38","553.02","802.38","712.71","726.73","703.46","1051.19","656.78","738.18"
"38",2021-12-20,"752.37","744.45","683.35","785.2","761.55","805.23","792.46","738.83","732.04","820.93","667.26","769.38","775.2","702.72","743.48","683.53","751.8","739.17","651.92","553.02","790.15","713.76","718.6","682.53","1035.8","681.57","743.18"
"39",2021-12-13,"751.54","728.07","683.35","790.04","759.8","815.31","792.47","745.5","733.93","808.83","662.14","775.83","772.77","701.19","748.44","686.18","740.98","739.17","667.16","553.02","797.59","734","715.35","678.66","1038.35","695.99","748.18"
"40",2021-12-06,"754.87","725.76","691.88","793.5","769.02","809.43","770.96","750.5","740.65","814.48","685.61","775.83","778.48","722.4","761.04","692.23","744.83","716.95","684.3","553.02","798.42","741.54","714.54","687.34","1034.53","718.67","752.35"
"41",2021-11-29,"767.37","778.97","700.39","803.23","767","832.12","842.98","749.67","758.64","840.29","685.61","794.36","778.64","714.81","779.5","700.21","754.79","787.03","707.82","553.02","820.73","730.47","738.11","716.99","1038.28","724.95","764.85"
"42",2021-11-22,"766.54","790.41","699.54","803.61","781.48","841.36","832.21","782.17","761.97","845.13","687.59","796.66","779.3","714.07","762.59","703.35","749.47","787.03","727.82","553.02","830.65","725.95","742.18","717.34","1056.81","744.13","764.02"
"43",2021-11-15,"776.54","792.1","686.8","803.63","789.46","851.45","853.65","769.67","766.16","841.09","688.96","798.05","769.14","720.14","761.94","704.67","758.03","787.03","728.5","553.02","827.34","731.48","749.5","726.41","1083.18","743.93","764.85"
"44",2021-11-08,"770.7","785.66","679.52","803.02","787.29","853.13","853.56","770.5","765.09","821.74","682","798.95","763.42","809.22","757.14","705.42","738.44","787.03","733.87","553.02","824.87","736.81","748.68","727.67","1084.41","741.43","764.02"
"45",2021-11-01,"763.2","770.05","666.73","773.85","769.53","849.77","842.65","770.5","763.11","815.29","688.11","798.81","762.76","812","740.88","704.8","709.82","807.55","734.15","553.02","825.69","731.94","750.31","737.69","1110.34","726.3","764.02"
"46",2021-10-25,"759.87","757.19","666.73","784.66","753.21","848.09","831.87","770.5","756.17","808.03","685.17","794.69","762.56","794.88","712.75","700.55","738.58","787.89","723.23","553.02","823.21","723.6","747.06","730.32","1100.66","708.85","746.52"
"47",2021-10-18,"744.87","758.72","653.99","763.57","738.02","840.52","842.61","748.83","743.2","780.61","689.46","783.4","764.47","788.8","712.75","688.49","715","787.89","698.99","553.02","815.77","721.23","745.43","716.24","1095.67","692.9","727.35"
"48",2021-10-11,"722.37","716.66","628.77","739.67","713.46","808.59","831.72","731.33","724.55","771.74","670.4","765.89","782.49","764","685.51","667.13","697.07","771.65","654.21","553.02","788.5","712.37","716.73","697.99","1082.79","662.35","707.35"
"49",2021-10-04,"684.04","698.18","611.51","716.15","675.05","768.26","789.12","706.33","703.21","748.35","638.42","737.43","755.16","743.47","660.39","642.21","662.4","730.62","637.57","553.02","723.21","703.93","707.79","676.71","1047.07","639.21","688.18"
"50",2021-09-27,"659.04","663.63","598.13","715.42","650.51","737.16","756.99","681.33","687.92","729","612.48","717.71","735.09","702.26","620.96","631.35","635.25","686.18","616.06","553.02","717.43","681.83","689.9","655.97","1000.63","620.74","672.35"
"51",2021-09-20,"644.04","662.28","593.75","694.07","642.66","722.88","735.49","668","678.74","718.51","602.35","709.84","715.42","685.35","630.07","625.75","619.83","686.18","597.46","553.02","709.16","670","679.33","650.87","974.6","613.04","660.68"
"52",2021-09-13,"638.2","643.97","592.56","691.76","642.41","706.91","713.94","663.83","671.21","723.35","592.33","705.29","718.96","689.69","631.53","620.35","615.79","651.99","590.92","553.02","693.46","667.13","672.02","645.01","965.41","609.78","660.68"
"53",2021-09-06,"636.54","640.12","592.56","686.57","636.88","701.87","713.96","646.33","666.98","700.77","582.09","701.25","708.43","688.08","628.44","615.47","624.46","651.99","584.98","553.02","690.15","660.13","668.76","641.37","959.87","599.13","659.02"
"54",2021-08-30,"638.2","638.11","591.83","687.91","632.99","697.67","703.19","646.33","661.47","700.77","578.53","699.77","690.52","663.83","628.2","612.08","597.79","651.99","584.98","553.02","681.06","647.68","693.15","625.94","959.03","593.81","649.02"
"55",2021-08-23,"628.2","648.96","594.35","690.84","634.93","684.22","682.68","638","662.66","709.64","580.69","701.7","695.86","668.1","627.55","614.92","598.38","639.17","590.45","553.02","668.67","640.76","651.69","625.93","892.51","596.47","649.02"
"56",2021-08-16,"634.87","637.67","594.35","691.08","636.81","699.35","692.38","645.5","667.4","712.06","585.45","703.9","696.18","669.63","626.08","618.46","605.62","639.17","595.15","553.02","675.28","644.18","659.01","636.91","911.02","613.17","651.52"
"57",2021-08-09,"634.87","653.01","594.35","691.01","637.81","698.51","693.42","646.33","670.95","712.87","592.51","706.34","713.01","676.13","622.51","620.29","604.16","647.72","592.18","553.02","677.76","644.51","664.7","643.24","889.41","604.25","657.35"
"58",2021-08-02,"635.7","652.63","566.94","690.43","636.95","706.07","704.08","648","670.38","716.9","585.68","704.46","692.72","675.76","620.96","620.44","605.5","647.72","588.01","553.02","683.54","645.7","667.14","648.14","897.92","605.35","649.02"
"59",2021-07-26,"630.7","641.91","566.94","689.61","632.69","701.87","693.41","648.83","665.4","709.64","591.78","702.26","704.68","651.62","624.86","620.77","602.63","627.2","598.62","553.02","677.76","640.47","665.51","646.46","851.93","603","649.02"
"60",2021-07-19,"627.37","630.02","566.94","683.54","632.29","705.23","693.36","651.33","668.54","713.67","596.37","702.84","704.35","664.66","621.12","622.63","601.4","651.99","588.97","553.02","680.24","640.92","672.83","643.01","842.14","601.48","648.18"
"61",2021-07-12,"632.37","634.82","548.84","680.59","626.24","699.35","693.38","651.33","664.45","714.48","588.95","698.12","705.45","666.64","618.85","618.59","593.11","637.46","594.9","553.02","682.72","645.26","669.58","637.36","855.49","597.07","649.02"
"62",2021-07-05,"617.37","651.67","548.84","670.66","608.4","693.47","704.28","635.5","657.21","698.35","589.43","691.61","700.7","669.33","610.96","607.63","574.24","633.19","596.55","553.02","685.2","652.47","667.95","631.05","851.89","588.38","648.18"
"63",2021-06-28,"614.87","651.67","541.12","661.24","610.48","689.26","693.43","635.5","651.21","688.67","582.26","683.61","687.16","667.86","598.52","600.44","571.2","633.19","583.46","553.02","677.76","654.88","663.89","618.15","866.17","577.56","630.68"
"64",2021-06-21,"605.7","641.78","524.85","652.78","600.3","679.18","671.96","634.67","644.28","679.8","573.72","670.28","683.46","649.17","592.51","590.92","565.98","633.19","582.09","553.02","671.97","625.66","649.25","610.25","839.86","568.91","614.02"
"65",2021-06-14,"597.37","604.6","524.85","646.31","596.98","673.3","681.67","634.67","638.92","674.96","564.84","661.41","677.79","644.98","589.34","583.26","560.42","619.51","572.44","553.02","657.92","618.68","641.12","600.23","833.13","557.89","606.52"
"66",2021-06-07,"589.87","600.48","517.73","636.64","592.52","664.89","681.6","625.5","630.33","672.54","559.4","655.09","661.93","645.04","582.91","577.32","556.4","619.51","571.06","553.02","652.14","620.16","632.99","596","822.93","546.44","594.02"
"67",2021-05-31,"584.87","596.65","517.73","631.29","585.91","658.17","660.12","625.5","622.99","676.58","550.5","652.04","659.61","636.63","582.1","569.48","544.3","601.56","570.11","553.02","630.65","616.45","619.98","582.95","812.44","547.67","594.85"
"68",2021-05-24,"583.2","629.04","518.63","631.08","586.89","653.13","654.75","626.33","621.55","675.77","550.28","652.86","663.94","650.94","582.75","572.21","559.79","601.56","571.62","553.02","630.65","617.22","619.98","583.5","796.72","542.42","594.02"
"69",2021-05-17,"584.04","630.64","511.68","630.63","584.44","646.41","660.14","625.5","619.35","666.09","548.27","651.24","660.95","639.2","576.82","573.3","543.56","601.56","565.97","553.02","638.92","608.24","621.61","584.41","809.94","535.62","594.02"
"70",2021-05-10,"586.54","587.15","511.68","622.25","569.5","653.13","660.16","626.33","612.57","666.09","550.34","648.01","640.93","626.78","570.88","568.83","541.4","601.56","559.08","553.02","641.39","609.4","616.73","583.65","809.79","519.39","581.52"
"71",2021-05-03,"572.37","565.46","506.4","622.23","565.47","634.64","638.61","626.33","603.06","672.54","538.78","641.95","633.14","608.6","567.38","561.97","531.64","579.34","554.54","553.02","633.96","608.12","602.91","566.43","791.68","518.23","581.52"
"72",2021-04-26,"569.87","573.31","506.4","622.11","564.38","630.44","627.87","626.33","599.08","679","539.77","641.95","631.31","598.77","570.23","560.96","530.8","579.34","554.54","553.02","623.21","607.42","598.03","575.11","775.64","511.72","580.68"
"73",2021-04-19,"568.2","574.96","503.03","617.92","562.29","630.44","638.62","626.33","596.06","683.03","534.08","643.67","621.93","596.59","570.23","559.37","531.6","563.1","554.95","553.02","619.91","608.48","593.15","576.9","786.84","507.25","581.52"
"74",2021-04-12,"564.04","574.26","503.08","616.34","559.81","628.76","627.82","626.33","595.4","697.54","532.1","643.67","624.48","610.73","574.05","558.98","533.5","563.1","552.2","553.02","612.47","611.64","589.9","566.58","774.73","509.44","580.68"
"75",2021-03-29,"567.37","574.26","502.22","616.79","560.36","628.76","627.89","655.5","599.72","689.48","539.18","646.13","634.63","606.9","568.12","563.17","557.24","563.1","545.58","553.02","613.3","595.11","590.72","565.62","781.75","524.7","581.52"
"76",2021-03-22,"564.04","574.95","503.03","615.67","557.66","631.28","638.65","658.83","606.73","695.93","551.72","647.53","648.22","621.59","565.43","567.01","559.02","575.07","544.9","553.02","619.91","601.03","599.66","584.96","787.11","524.76","580.68"
"77",2021-03-15,"568.2","589.42","462.64","601.47","547","643.05","660.15","642.17","602.28","681.42","549.47","644.08","631.68","606.46","555.03","559.71","565.39","593.02","546.27","553.02","631.48","590.09","598.85","583.72","804.04","517.41","580.68"
"78",2021-03-08,"558.2","575.85","462.64","584.79","521.03","636.32","638.63","642.17","590.66","664.48","537.4","633","623.38","586.72","528.93","547.51","558.19","569.08","540.77","553.02","625.69","557.28","592.34","574.16","799.06","510.76","580.68"
"79",2021-03-01,"550.7","553.5","462.64","581.3","514.06","625.4","649.41","642.17","583.93","658.83","535.03","626.55","623.42","589.74","512.26","537.07","559.06","581.9","536.63","553.02","620.73","564.79","588.28","568.84","774.95","499.04","563.18"
"80",2021-02-22,"540.7","564.35","462.64","560.09","505.49","614.47","638.61","625.5","571.93","647.54","525.66","612.19","610.19","583.14","514.45","522.69","544.55","566.52","533.87","553.02","610.82","550.88","579.33","557.57","778.78","483.26","548.18"
"81",2021-02-15,"530.7","558.91","462.64","545.96","508.23","598.51","617.08","608.83","557.92","637.46","508.89","597.9","592.18","572.18","499.5","507.96","526.07","551.14","526.99","553.02","585.2","533.95","562.26","543.3","777.45","466.33","532.35"
"82",2021-02-08,"512.37","532.39","450.41","539.14","503.26","583.38","606.33","575.5","546.04","627.38","493.59","581.98","574.2","545.94","488.42","497.89","511.49","537.46","504.26","553.02","577.76","523.81","546.81","526.65","758.13","454.13","515.68"
"83",2021-02-01,"499.04","508.86","447.56","536.55","492.35","567.42","584.76","575.5","536.84","629","485.46","572.68","571.92","547.18","480.41","489.62","492.8","513.53","487.32","553.02","552.96","517.92","536.24","515.89","729.05","455.99","515.68"
"84",2021-01-25,"501.54","516.04","434.6","531.82","490.05","564.05","584.5","575.5","535.55","629","486.37","570.26","573.58","544.77","475.03","486.25","492.08","509.26","474.57","553.02","546.35","512.66","546","517.14","727.56","447.72","514.85"
"85",2021-01-18,"497.37","494.14","434.6","530.22","487.24","568.26","584.6","556.33","529.42","618.51","481.25","562.95","558.68","535.72","471.23","480.51","489.2","509.26","460.8","553.02","550.49","509.5","541.93","507.81","725.97","433.58","499.02"
"86",2021-01-11,"485.7","481.66","423.4","524.78","483.21","559.85","563.25","533.83","517.97","577.38","462.41","547.09","548.28","521.9","463.05","468.65","474.3","490.45","444.27","553.02","533.13","501.12","525.67","502.52","716.5","430.95","490.68"
"87",2020-12-21,"464.04","493.23","411.81","503.58","451.72","488.22","556.04","503","504.48","532.34","442.11","516.6","542.89","500.56","440.41","451.71","464.15","478.33","428.42","553.02","515.65","489.57","513.42","486.87","660.24","410.86","487.35"
"88",2020-12-14,"462.37","478.1","405.21","500.47","448.93","475.29","555.89","503","495.26","480.73","434.84","511.09","533.94","508.27","438.34","438.59","452.85","478.33","413.96","553.02","506.56","499.91","506.91","480.84","661.5","404.36","474.02"
"89",2020-12-07,"463.2","466.37","401.33","496.71","440.17","465.81","545.05","478.83","487.55","499.28","429.67","505.62","533.26","498.98","432.39","434.89","439.28","478.33","396.47","553.02","498.3","484.21","494.72","463.53","648.23","386.63","473.18"
"90",2020-11-30,"450.7","472.57","396.34","495.59","440.19","462.36","545.21","434.67","483.16","489.6","422.83","501.55","514.07","486.85","418.17","427.89","426.96","478.33","379.53","553.02","499.12","476.12","488.21","453.05","650.7","381.22","457.35"
"91",2020-11-23,"445.7","466.2","392.77","495.64","438.26","452.88","523.28","434.67","473.78","483.95","405.92","493.9","508.36","470.86","416.02","418.76","422.21","459.53","378.81","553.02","478.46","466.43","476.83","447.59","635.99","366.22","441.52"
"92",2020-11-16,"429.04","453.06","391.44","496.37","433.45","445.98","523.23","434.67","467.98","483.95","401.02","491.51","487.7","465.12","416.93","411.53","407.74","459.53","383.38","553.02","472.68","460.75","471.95","433.78","622.63","355.55","425.68"
"93",2020-11-09,"423.2","423.64","391.14","499.29","432.86","425.29","501.77","434.67","459.24","462.99","388.22","486.99","481.44","457.16","417.76","406.14","412.74","438.16","384.76","553.02","452.02","459.25","460.57","421.93","612.13","357.43","427.35"
"94",2020-11-02,"419.87","436.86","392.77","504.89","426.66","416.67","480.42","434.67","461.94","476.7","396.47","490.33","493.77","449.48","414.06","411.1","400.36","426.2","388.9","553.02","446.23","448.69","463.82","418.72","598.8","357.35","427.35"
"95",2020-10-26,"416.54","463.72","392.89","504.89","424.43","429.6","502.2","434.67","468.59","474.28","390.12","494.93","497.55","453.78","407.93","414.17","402.89","444.15","393.71","553.02","462.76","437.5","468.7","431.06","609.57","367.64","438.18"
"96",2020-10-19,"428.2","448.85","392.17","506.17","420.85","433.05","502.22","418","472.17","479.92","397.39","494.83","496.2","450.88","410.65","415.78","405.64","444.15","397.16","553.02","461.11","438.22","468.7","428.15","619.23","360.93","438.18"
"97",2020-10-12,"433.2","433.64","388.56","506.91","422.1","435.63","502.08","418","472.13","475.89","390.7","494.82","486.36","461.32","420.39","416.21","410.38","444.15","397.85","553.02","462.76","455.61","465.45","426.23","616.58","355.16","438.18"
"98",2020-10-05,"434.87","415.87","387.27","507.72","422.11","429.6","491.53","418","471.36","467.02","387.78","496.67","482.35","455.42","422.37","417.59","410.5","430.47","402.26","553.02","451.19","463.31","461.38","417.72","601.83","355.18","437.35"
"99",2020-09-28,"435.7","427.69","386.89","511.23","419.19","426.15","480.4","458.83","472.62","475.04","386.45","496.66","486.78","443.97","430.72","419.44","417.09","430.47","410.24","553.02","446.23","460.56","461.38","407.68","598.99","357.43","437.35"
"100",2020-09-21,"440.7","417.69","392.51","516.12","423.5","434.77","502.23","458.83","475.42","479.88","386.83","498.24","481.08","437.83","433.78","421.46","420.74","430.47","413.96","553.02","448.71","467.41","471.95","407.61","613.93","378","438.18"
"101",2020-09-14,"444.04","450.01","402.22","517.54","431.99","433.91","480.79","458.83","480.6","478.26","398.77","504.87","498.78","457.56","439.48","427.09","427.14","430.47","424.71","553.02","446.23","472.09","479.27","412.67","600.08","379.71","441.52"
"102",2020-09-07,"449.87","478.44","408.02","510","441.28","449.43","502.21","458.83","492.73","491.97","406.73","512.58","514.01","470.35","438.82","433.12","432.79","462.09","432.28","553.02","466.07","474.66","481.71","432","617.64","389.86","458.18"
"103",2020-08-31,"454.04","466.62","410.49","510","447.45","458.05","523.52","458.83","496.56","499.23","414.13","514.73","516.9","487.6","430.38","436.03","437.61","462.09","433.66","553.02","483.42","478.56","495.53","438.3","631.32","394.61","466.52"
"104",2020-08-24,"448.2","470.5","398.73","510.68","450.16","462.36","523.54","458.83","498.07","502.46","421.06","514.69","517.72","491.11","437.78","436.34","433.59","474.06","430.9","553.02","485.9","476.82","496.34","440.75","627.67","399.28","466.52"
"105",2020-08-17,"451.54","475.05","398.73","512.67","452.06","463.22","523.3","458.83","498.04","495.2","421.49","515.43","521.12","495.51","432.34","435.51","435.21","474.06","429.53","553.02","489.21","475.97","492.28","454.53","639.13","400.61","466.52"
"106",2020-08-10,"449.87","485.31","398.73","514.58","453.22","464.94","535.05","458.83","496.9","510.52","421.19","514.61","525.47","495.47","433.39","435.32","431.08","474.06","436.42","553.02","490.03","465.98","492.28","454.03","652.68","401.14","465.68"
"107",2020-08-03,"453.2","475.54","409.17","514.51","452.35","466.67","524.4","458.83","497.83","496","420.35","514.65","533.58","505.54","433.56","438.62","437.5","474.06","423.33","553.02","487.55","462.46","492.28","449.3","643.32","400.8","468.18"
"108",2020-07-27,"451.54","477.77","409.17","514.48","454.94","475.29","535.36","458.83","499.55","515.97","430.42","516.04","526.43","516.79","429.9","439.76","444.21","474.06","448.4","553.02","497.47","456.3","493.9","459.91","657.15","398.99","474.02"
"109",2020-07-20,"454.04","447.53","403.71","513.99","446.55","464.94","524.3","459.67","497.45","507.1","428.09","514.49","530.29","506.79","431.2","440.66","445.85","474.06","447.71","553.02","494.99","449.18","493.9","461.51","660.7","398.75","474.02"
